WorldSize,Run,ActualTime
2,0,150.50087761878967
4,0,45.90988206863403
6,0,81.46108102798462
8,0,45.51469135284424
10,0,36.51630234718323
12,0,30.57632827758789
14,0,26.43986463546753
16,0,23.21470594406128
