WorldSize,Run,ActualTime
2,0,1.7437880039215088
4,0,1.4993610382080078
6,0,1.53580904006958
8,0,1.499192237854004
10,0,9.642712354660034
12,0,9.589156866073608
14,0,10.72402286529541
16,0,9.490286350250244
