NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart
10,1,0,11,11
10,0,0,19,19
10,4,0,1,20
10,2,11,20,31
10,3,8,19,39
10,5,11,18,49
10,8,0,1,50
10,6,0,24,56
10,7,18,18,68
10,9,6,19,75
