NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart
20,1,0,11,11
20,0,0,23,24
20,4,12,3,28
20,3,0,21,35
20,2,11,39,52
20,5,11,35,72
20,6,0,37,74
20,8,19,3,76
20,7,17,33,87
20,11,10,3,91
20,10,2,20,98
20,9,2,24,100
20,14,1,2,104
20,12,4,18,111
20,13,6,31,131
20,15,10,32,146
20,18,14,3,150
20,16,19,23,155
20,17,0,31,163
20,19,0,29,176
