NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart
20,1,0,11,11
20,0,0,19,19
20,4,0,1,20
20,2,11,18,30
20,3,7,19,38
20,5,11,18,48
20,8,0,1,49
20,6,0,24,55
20,7,18,19,67
20,11,0,1,68
20,12,1,1,70
20,9,6,19,74
20,14,0,1,75
20,10,12,19,87
20,13,5,19,94
20,15,12,17,104
20,18,0,1,106
20,16,6,20,114
20,17,10,24,129
20,19,1,24,131
