NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart
30,1,0,11,11
30,0,0,18,18
30,4,0,1,20
30,2,11,17,28
30,3,7,19,38
30,5,9,18,46
30,8,0,1,48
30,6,0,24,53
30,7,18,18,65
30,11,0,1,67
30,12,1,1,68
30,9,6,19,72
30,14,0,1,73
30,10,12,19,85
30,13,5,17,90
30,15,12,17,102
30,18,0,1,104
30,16,4,18,109
30,20,4,13,123
30,17,12,24,127
30,19,1,24,129
30,21,13,19,143
30,22,4,17,144
30,25,0,1,146
30,23,15,11,154
30,24,1,19,164
30,26,9,11,165
30,27,0,19,174
30,28,10,24,189
30,29,0,25,190
