NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart
30,1,0,10,11
30,0,0,22,23
30,3,0,18,30
30,2,11,23,35
30,4,12,19,45
30,6,0,33,69
30,5,11,40,76
30,7,10,36,82
30,8,30,20,98
30,10,6,18,102
30,9,0,31,108
30,14,0,2,113
30,11,15,20,119
30,12,4,20,123
30,13,6,32,141
30,15,15,38,162
30,16,17,25,167
30,17,0,33,176
30,20,4,13,182
30,18,21,19,184
30,19,0,32,195
30,21,8,20,197
30,23,13,10,208
30,25,0,2,213
30,22,8,36,221
30,24,10,19,230
30,26,12,10,232
30,27,0,19,243
30,29,0,38,269
30,28,9,38,269
