NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart
20,1,0,10,11
20,3,0,19,32
20,4,21,34,69
20,0,0,240,241
20,6,0,34,276
20,2,11,265,277
20,7,36,223,502
20,5,208,279,521
20,10,0,16,539
20,8,225,35,540
20,11,17,35,575
20,9,18,252,774
20,14,198,25,800
20,12,1,267,808
20,13,35,243,821
20,17,0,33,856
20,16,12,213,1036
20,19,0,24,1062
20,18,214,34,1071
20,15,33,281,1090
