NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart
20,1,0,11,11
20,0,0,175,175
20,4,0,3,178
20,2,11,177,188
20,3,163,19,194
20,6,0,25,213
20,5,13,170,358
20,8,145,4,363
20,7,25,188,401
20,11,0,3,405
20,12,3,3,408
20,10,38,19,421
20,9,4,184,548
20,14,126,1,550
20,13,16,173,595
20,15,1,175,725
20,18,0,3,728
20,17,130,24,750
20,19,3,24,753
20,16,44,180,776
