NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart
10,1,0,11,13
10,3,0,19,35
10,4,21,34,70
10,0,0,237,237
10,2,13,257,273
10,6,0,35,274
10,7,36,220,494
10,5,201,284,523
10,8,221,34,531
10,9,28,207,731
