NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart,ExecutedAt
40,0,0,16,16,10.244.0.4
40,1,16,12,29,10.244.1.7
40,2,12,16,45,10.244.0.4
40,3,16,12,58,10.244.1.7
40,4,12,12,70,10.244.0.4
40,5,12,12,82,10.244.1.7
40,6,12,12,94,10.244.0.4
40,7,12,13,108,10.244.1.7
40,8,13,12,121,10.244.0.4
40,9,12,12,133,10.244.1.7
40,10,12,12,145,10.244.0.4
40,11,12,12,158,10.244.1.7
40,12,12,16,175,10.244.0.4
40,13,16,13,189,10.244.1.7
40,14,13,12,201,10.244.0.4
40,15,12,13,215,10.244.1.7
40,16,13,12,227,10.244.0.4
40,17,12,12,239,10.244.1.7
40,18,12,12,252,10.244.0.4
40,19,12,12,265,10.244.1.7
40,20,12,12,277,10.244.0.4
40,21,12,12,289,10.244.1.7
40,22,12,12,302,10.244.0.4
40,23,12,13,316,10.244.1.7
40,24,13,12,328,10.244.0.4
40,25,12,12,340,10.244.1.7
40,26,12,12,352,10.244.0.4
40,27,12,17,370,10.244.1.7
40,28,17,12,382,10.244.0.4
40,29,12,14,396,10.244.1.7
40,30,14,12,408,10.244.0.4
40,31,12,12,421,10.244.1.7
40,32,12,16,438,10.244.0.4
40,33,16,13,451,10.244.1.7
40,34,13,12,464,10.244.0.4
40,35,12,12,476,10.244.1.7
40,36,12,12,488,10.244.0.4
40,37,12,13,502,10.244.1.7
40,38,13,13,516,10.244.0.4
40,39,13,16,533,10.244.1.7
