NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart,ExecutedAt
30,1,0,12,14,master-10.244.2.13:exec-10.244.2.13
30,0,0,17,18,master-10.244.3.25:exec-10.244.3.25
30,3,4,11,31,master-10.244.1.16:exec-10.244.0.12
30,2,14,16,31,master-10.244.1.16:exec-10.244.1.16
30,4,13,11,44,master-10.244.2.13:exec-10.244.2.13
30,5,0,11,44,master-10.244.0.12:exec-10.244.0.12
30,6,12,12,57,master-10.244.3.25:exec-10.244.3.25
30,7,0,13,60,master-10.244.1.16:exec-10.244.1.16
30,8,12,11,70,master-10.244.0.12:exec-10.244.0.12
30,9,2,12,73,master-10.244.0.12:exec-10.244.0.12
30,10,10,11,83,master-10.244.3.25:exec-10.244.3.25
30,11,2,11,86,master-10.244.3.25:exec-10.244.3.25
30,12,10,16,101,master-10.244.2.13:exec-10.244.2.13
30,13,2,13,101,master-10.244.0.12:exec-10.244.0.12
30,14,14,12,114,master-10.244.3.25:exec-10.244.3.25
30,15,0,13,117,master-10.244.2.13:exec-10.244.2.13
30,16,12,11,127,master-10.244.0.12:exec-10.244.0.12
30,17,2,11,130,master-10.244.0.12:exec-10.244.0.12
30,18,10,11,141,master-10.244.2.13:exec-10.244.0.12
30,19,2,11,143,master-10.244.1.16:exec-10.244.1.16
30,20,10,11,154,master-10.244.0.12:exec-10.244.0.12
30,21,2,11,156,master-10.244.1.16:exec-10.244.1.16
30,22,10,11,167,master-10.244.3.25:exec-10.244.3.25
30,23,2,13,171,master-10.244.0.12:exec-10.244.0.12
30,24,10,11,180,master-10.244.3.25:exec-10.244.3.25
30,25,4,11,184,master-10.244.1.16:exec-10.244.1.16
30,26,8,11,193,master-10.244.0.12:exec-10.244.0.12
30,27,4,16,202,master-10.244.1.16:exec-10.244.1.16
30,28,8,11,206,master-10.244.2.13:exec-10.244.2.13
30,29,8,13,217,master-10.244.2.13:exec-10.244.0.12
