NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart,ExecutedAt
60,1,0,12,13,master-10.244.3.25:exec-10.244.3.25
60,0,0,16,17,master-10.244.2.13:exec-10.244.2.13
60,2,13,16,30,master-10.244.2.13:exec-10.244.0.12
60,3,4,11,30,master-10.244.1.16:exec-10.244.1.16
60,4,12,11,43,master-10.244.3.25:exec-10.244.3.25
60,5,0,11,44,master-10.244.1.16:exec-10.244.1.16
60,6,12,11,57,master-10.244.1.16:exec-10.244.1.16
60,7,0,13,59,master-10.244.0.12:exec-10.244.0.12
60,8,12,11,70,master-10.244.3.25:exec-10.244.3.25
60,9,2,11,72,master-10.244.2.13:exec-10.244.2.13
60,10,10,11,83,master-10.244.1.16:exec-10.244.1.16
60,11,2,11,85,master-10.244.0.12:exec-10.244.0.12
60,12,10,15,100,master-10.244.1.16:exec-10.244.1.16
60,13,2,13,100,master-10.244.2.13:exec-10.244.2.13
60,14,15,11,114,master-10.244.1.16:exec-10.244.1.16
60,15,0,13,116,master-10.244.1.16:exec-10.244.0.12
60,16,13,11,127,master-10.244.0.12:exec-10.244.0.12
60,17,2,11,129,master-10.244.1.16:exec-10.244.0.12
60,18,10,11,140,master-10.244.0.12:exec-10.244.0.12
60,19,2,11,142,master-10.244.0.12:exec-10.244.0.12
60,20,10,11,153,master-10.244.2.13:exec-10.244.0.12
60,21,2,11,155,master-10.244.3.25:exec-10.244.3.25
60,22,11,11,166,master-10.244.1.16:exec-10.244.1.16
60,23,2,13,171,master-10.244.2.13:exec-10.244.2.13
60,24,10,11,179,master-10.244.0.12:exec-10.244.0.12
60,25,4,12,184,master-10.244.3.25:exec-10.244.3.25
60,26,8,11,192,master-10.244.3.25:exec-10.244.0.12
60,27,4,16,201,master-10.244.3.25:exec-10.244.3.25
60,28,8,11,206,master-10.244.2.13:exec-10.244.2.13
60,29,8,13,216,master-10.244.2.13:exec-10.244.0.12
60,30,4,11,219,master-10.244.2.13:exec-10.244.2.13
60,31,10,12,230,master-10.244.3.25:exec-10.244.3.25
60,32,2,16,236,master-10.244.3.25:exec-10.244.0.12
60,33,10,13,245,master-10.244.0.12:exec-10.244.0.12
60,34,6,11,249,master-10.244.2.13:exec-10.244.2.13
60,35,8,11,258,master-10.244.0.12:exec-10.244.0.12
60,36,4,11,263,master-10.244.3.25:exec-10.244.3.25
60,37,8,13,273,master-10.244.0.12:exec-10.244.0.12
60,38,4,14,278,master-10.244.2.13:exec-10.244.2.13
60,40,0,17,291,master-10.244.3.25:exec-10.244.3.25
60,39,10,16,292,master-10.244.2.13:exec-10.244.2.13
60,41,4,13,293,master-10.244.1.16:exec-10.244.1.16
60,42,13,16,309,master-10.244.3.25:exec-10.244.3.25
60,43,0,16,309,master-10.244.3.25:exec-10.244.0.12
60,44,17,12,322,master-10.244.3.25:exec-10.244.3.25
60,45,0,13,325,master-10.244.3.25:exec-10.244.0.12
60,46,12,12,335,master-10.244.3.25:exec-10.244.3.25
60,47,2,16,342,master-10.244.1.16:exec-10.244.1.16
60,48,10,16,353,master-10.244.0.12:exec-10.244.0.12
60,49,6,11,355,master-10.244.2.13:exec-10.244.2.13
60,50,10,16,370,master-10.244.0.12:exec-10.244.0.12
60,52,0,13,370,master-10.244.2.13:exec-10.244.2.13
60,51,2,16,373,master-10.244.0.12:exec-10.244.0.12
60,53,14,16,387,master-10.244.1.16:exec-10.244.0.12
60,54,0,16,388,master-10.244.3.25:exec-10.244.3.25
60,55,2,13,388,master-10.244.0.12:exec-10.244.0.12
60,56,15,12,401,master-10.244.3.25:exec-10.244.3.25
60,57,0,16,405,master-10.244.2.13:exec-10.244.2.13
60,58,13,12,414,master-10.244.3.25:exec-10.244.3.25
60,59,4,16,423,master-10.244.0.12:exec-10.244.0.12
