NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart,ExecutedAt
60,1,0,12,12,10.244.2.14
60,0,0,16,16,10.244.0.13
60,2,12,16,29,10.244.2.14
60,3,4,12,29,10.244.0.13
60,4,12,12,41,10.244.2.14
60,5,0,13,42,10.244.0.13
60,6,12,12,53,10.244.2.14
60,7,0,13,56,10.244.0.13
60,8,11,12,66,10.244.2.14
60,9,2,12,68,10.244.0.13
60,10,9,12,78,10.244.2.14
60,11,2,12,81,10.244.0.13
60,13,2,13,95,10.244.0.13
60,12,10,16,95,10.244.2.14
60,14,13,12,107,10.244.0.13
60,15,0,14,109,10.244.2.14
60,16,12,12,120,10.244.0.13
60,17,1,12,122,10.244.2.14
60,18,10,12,132,10.244.0.13
60,19,1,12,134,10.244.2.14
60,20,10,12,144,10.244.0.13
60,21,1,12,146,10.244.2.14
60,22,10,12,157,10.244.0.13
60,23,1,14,160,10.244.2.14
60,24,10,12,169,10.244.0.13
60,25,3,12,173,10.244.2.14
60,26,9,12,182,10.244.0.13
60,27,3,16,190,10.244.2.14
60,28,9,12,194,10.244.0.13
60,29,7,14,204,10.244.2.14
60,30,4,12,207,10.244.0.13
60,31,9,12,216,10.244.2.14
60,32,3,16,223,10.244.0.13
60,33,9,14,230,10.244.2.14
60,34,7,12,236,10.244.0.13
60,35,6,12,243,10.244.2.14
60,36,5,12,248,10.244.0.13
60,37,6,14,257,10.244.2.14
60,38,5,14,262,10.244.0.13
60,39,8,16,273,10.244.2.14
60,40,5,16,279,10.244.0.13
60,41,10,14,288,10.244.2.14
60,42,5,16,296,10.244.0.13
60,43,8,16,304,10.244.2.14
60,44,8,12,308,10.244.0.13
60,45,8,14,319,10.244.2.14
60,46,3,12,321,10.244.0.13
60,47,10,16,335,10.244.2.14
60,48,2,16,337,10.244.0.13
60,49,14,12,348,10.244.2.14
60,50,2,16,354,10.244.0.13
60,51,10,16,365,10.244.2.14
60,52,6,14,368,10.244.0.13
60,53,10,17,382,10.244.2.14
60,54,3,16,385,10.244.0.13
60,55,13,14,396,10.244.2.14
60,56,3,12,397,10.244.0.13
60,58,1,12,410,10.244.0.13
60,57,10,16,413,10.244.2.14
60,59,12,16,427,10.244.0.13
