NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart,ExecutedAt
60,0,0,16,16,10.244.0.4
60,1,16,12,29,10.244.1.7
60,2,12,16,45,10.244.0.4
60,3,16,12,58,10.244.1.7
60,4,12,12,70,10.244.0.4
60,5,12,12,82,10.244.1.7
60,6,12,12,94,10.244.0.4
60,7,12,13,108,10.244.1.7
60,8,13,12,121,10.244.0.4
60,9,12,12,133,10.244.1.7
60,10,12,12,145,10.244.0.4
60,11,12,12,157,10.244.1.7
60,12,12,16,174,10.244.0.4
60,13,16,13,188,10.244.1.7
60,14,13,12,200,10.244.0.4
60,15,12,13,214,10.244.1.7
60,16,13,12,226,10.244.0.4
60,17,12,12,239,10.244.1.7
60,18,12,12,251,10.244.0.4
60,19,12,12,263,10.244.1.7
60,20,12,12,276,10.244.0.4
60,21,12,12,288,10.244.1.7
60,22,12,12,300,10.244.0.4
60,23,12,13,314,10.244.1.7
60,24,13,12,326,10.244.0.4
60,25,12,12,339,10.244.1.7
60,26,12,12,351,10.244.0.4
60,27,12,16,368,10.244.1.7
60,28,16,12,380,10.244.0.4
60,29,12,13,394,10.244.1.7
60,30,13,12,406,10.244.0.4
60,31,12,12,418,10.244.1.7
60,32,12,16,435,10.244.0.4
60,33,16,13,449,10.244.1.7
60,34,13,12,461,10.244.0.4
60,35,12,12,474,10.244.1.7
60,36,12,12,486,10.244.0.4
60,37,12,13,500,10.244.1.7
60,38,13,13,514,10.244.0.4
60,39,13,16,531,10.244.1.7
60,40,16,17,548,10.244.0.4
60,41,17,17,566,10.244.1.7
60,42,17,16,583,10.244.0.4
60,43,16,16,599,10.244.1.7
60,44,16,12,612,10.244.0.4
60,45,12,13,626,10.244.1.7
60,46,13,12,638,10.244.0.4
60,47,12,16,654,10.244.1.7
60,48,16,16,671,10.244.0.4
60,49,16,12,684,10.244.1.7
60,50,12,16,701,10.244.0.4
60,51,16,16,717,10.244.1.7
60,52,16,13,731,10.244.0.4
60,53,13,16,748,10.244.1.7
60,54,16,16,765,10.244.0.4
60,55,16,13,779,10.244.1.7
60,56,13,12,791,10.244.0.4
60,57,12,16,808,10.244.1.7
60,58,16,12,820,10.244.0.4
60,59,12,16,837,10.244.1.7
