NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart,ExecutedAt
30,1,0,12,12,10.244.2.14
30,0,0,16,16,10.244.0.13
30,3,4,12,29,10.244.0.13
30,2,12,16,29,10.244.2.14
30,4,12,12,41,10.244.0.13
30,5,0,12,41,10.244.2.14
30,6,12,12,54,10.244.0.13
30,7,0,13,55,10.244.2.14
30,8,12,12,66,10.244.0.13
30,9,1,12,68,10.244.2.14
30,10,10,12,78,10.244.0.13
30,11,1,12,80,10.244.2.14
30,13,1,14,94,10.244.2.14
30,12,10,16,95,10.244.0.13
30,14,14,12,107,10.244.2.14
30,15,1,14,109,10.244.0.13
30,16,11,12,119,10.244.2.14
30,17,2,12,122,10.244.0.13
30,18,9,12,131,10.244.2.14
30,19,2,12,134,10.244.0.13
30,20,9,12,144,10.244.2.14
30,21,3,12,147,10.244.0.13
30,22,9,12,156,10.244.2.14
30,23,3,13,161,10.244.0.13
30,24,9,12,168,10.244.2.14
30,25,4,12,173,10.244.0.13
30,26,7,12,181,10.244.2.14
30,27,5,16,190,10.244.0.13
30,28,7,12,193,10.244.2.14
30,29,9,14,204,10.244.0.13
