NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart,ExecutedAt
40,1,0,12,13,master-10.244.3.25:exec-10.244.3.25
40,0,0,16,17,master-10.244.2.13:exec-10.244.2.13
40,3,4,12,31,master-10.244.3.25:exec-10.244.3.25
40,2,13,16,31,master-10.244.1.16:exec-10.244.1.16
40,4,14,11,45,master-10.244.2.13:exec-10.244.2.13
40,5,0,12,45,master-10.244.3.25:exec-10.244.3.25
40,6,13,11,58,master-10.244.0.12:exec-10.244.0.12
40,7,0,13,60,master-10.244.1.16:exec-10.244.1.16
40,8,13,11,71,master-10.244.0.12:exec-10.244.0.12
40,9,2,12,73,master-10.244.3.25:exec-10.244.3.25
40,10,10,11,84,master-10.244.1.16:exec-10.244.1.16
40,11,2,11,86,master-10.244.0.12:exec-10.244.1.16
40,12,10,15,101,master-10.244.1.16:exec-10.244.1.16
40,13,2,13,101,master-10.244.2.13:exec-10.244.2.13
40,14,15,11,115,master-10.244.0.12:exec-10.244.0.12
40,15,0,13,117,master-10.244.1.16:exec-10.244.1.16
40,16,13,11,128,master-10.244.3.25:exec-10.244.3.25
40,17,2,11,130,master-10.244.3.25:exec-10.244.3.25
40,18,10,11,141,master-10.244.2.13:exec-10.244.2.13
40,19,2,11,143,master-10.244.3.25:exec-10.244.3.25
40,20,10,11,154,master-10.244.1.16:exec-10.244.0.12
40,21,2,11,156,master-10.244.2.13:exec-10.244.2.13
40,22,10,11,167,master-10.244.1.16:exec-10.244.1.16
40,23,2,13,171,master-10.244.1.16:exec-10.244.1.16
40,24,10,12,180,master-10.244.3.25:exec-10.244.3.25
40,25,4,11,185,master-10.244.3.25:exec-10.244.3.25
40,26,8,11,193,master-10.244.3.25:exec-10.244.3.25
40,27,4,16,202,master-10.244.2.13:exec-10.244.2.13
40,28,8,11,207,master-10.244.3.25:exec-10.244.3.25
40,29,8,13,217,master-10.244.3.25:exec-10.244.0.12
40,30,4,11,220,master-10.244.0.12:exec-10.244.0.12
40,31,10,11,231,master-10.244.0.12:exec-10.244.0.12
40,32,2,16,237,master-10.244.3.25:exec-10.244.3.25
40,33,10,13,246,master-10.244.2.13:exec-10.244.2.13
40,34,6,12,250,master-10.244.3.25:exec-10.244.3.25
40,35,8,11,260,master-10.244.3.25:exec-10.244.0.12
40,36,4,10,262,master-10.244.0.12:exec-10.244.0.12
40,37,9,12,273,master-10.244.3.25:exec-10.244.3.25
40,38,2,13,278,master-10.244.2.13:exec-10.244.2.13
40,39,10,16,291,master-10.244.1.16:exec-10.244.1.16
