NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart,ExecutedAt
70,0,0,16,16,10.244.0.4
70,1,16,12,29,10.244.1.7
70,2,12,16,45,10.244.0.4
70,3,16,12,57,10.244.1.7
70,4,12,12,70,10.244.0.4
70,5,12,12,82,10.244.1.7
70,6,12,12,94,10.244.0.4
70,7,12,14,109,10.244.1.7
70,8,14,12,121,10.244.0.4
70,9,12,12,133,10.244.1.7
70,10,12,12,145,10.244.0.4
70,11,12,13,159,10.244.1.7
70,12,13,16,175,10.244.0.4
70,13,16,13,189,10.244.1.7
70,14,13,12,202,10.244.0.4
70,15,12,13,216,10.244.1.7
70,16,13,12,228,10.244.0.4
70,17,12,12,240,10.244.1.7
70,18,12,12,253,10.244.0.4
70,19,12,12,265,10.244.1.7
70,20,12,12,277,10.244.0.4
70,21,12,12,290,10.244.1.7
70,22,12,12,302,10.244.0.4
70,23,12,13,316,10.244.1.7
70,24,13,15,332,10.244.0.4
70,25,15,12,344,10.244.1.7
70,26,12,12,356,10.244.0.4
70,27,12,16,373,10.244.1.7
70,28,16,12,385,10.244.0.4
70,29,12,13,399,10.244.1.7
70,30,13,12,411,10.244.0.4
70,31,12,12,424,10.244.1.7
70,32,12,16,440,10.244.0.4
70,33,16,13,454,10.244.1.7
70,34,13,12,467,10.244.0.4
70,35,12,12,479,10.244.1.7
70,36,12,12,491,10.244.0.4
70,37,12,13,505,10.244.1.7
70,38,13,13,519,10.244.0.4
70,39,13,16,536,10.244.1.7
70,40,16,16,553,10.244.0.4
70,41,16,13,567,10.244.1.7
70,42,13,16,583,10.244.0.4
70,43,16,16,600,10.244.1.7
70,44,16,12,612,10.244.0.4
70,45,12,13,626,10.244.1.7
70,46,13,12,638,10.244.0.4
70,47,12,16,655,10.244.1.7
70,48,16,17,672,10.244.0.4
70,49,17,12,685,10.244.1.7
70,50,12,16,702,10.244.0.4
70,51,16,16,718,10.244.1.7
70,52,16,14,732,10.244.0.4
70,53,14,16,749,10.244.1.7
70,54,16,16,766,10.244.0.4
70,55,16,13,780,10.244.1.7
70,56,13,12,792,10.244.0.4
70,57,12,16,809,10.244.1.7
70,58,16,12,821,10.244.0.4
70,59,12,16,838,10.244.1.7
70,60,16,14,852,10.244.0.4
70,61,14,12,864,10.244.1.7
70,62,12,16,881,10.244.0.4
70,63,16,13,895,10.244.1.7
70,64,13,12,907,10.244.0.4
70,65,12,12,919,10.244.1.7
70,66,12,20,940,10.244.0.4
70,67,20,14,954,10.244.1.7
70,68,14,16,970,10.244.0.4
70,69,16,13,984,10.244.1.7
