NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart,ExecutedAt
70,1,0,12,12,10.244.2.14
70,0,0,16,16,10.244.0.13
70,3,4,12,29,10.244.0.13
70,2,12,17,29,10.244.2.14
70,4,12,12,41,10.244.0.13
70,5,0,12,42,10.244.2.14
70,6,11,12,53,10.244.0.13
70,7,0,14,56,10.244.2.14
70,8,11,12,66,10.244.0.13
70,9,2,12,68,10.244.2.14
70,10,10,12,78,10.244.0.13
70,11,2,12,80,10.244.2.14
70,13,2,14,94,10.244.2.14
70,12,10,16,95,10.244.0.13
70,14,14,12,107,10.244.2.14
70,15,0,13,109,10.244.0.13
70,16,11,12,119,10.244.2.14
70,17,2,12,121,10.244.0.13
70,18,10,12,131,10.244.2.14
70,19,2,12,134,10.244.0.13
70,20,10,12,144,10.244.2.14
70,21,2,12,146,10.244.0.13
70,22,9,12,156,10.244.2.14
70,23,2,14,161,10.244.0.13
70,24,9,12,169,10.244.2.14
70,25,4,12,173,10.244.0.13
70,26,7,12,181,10.244.2.14
70,27,4,16,190,10.244.0.13
70,28,7,12,193,10.244.2.14
70,29,8,14,204,10.244.0.13
70,30,3,12,206,10.244.2.14
70,31,10,12,216,10.244.0.13
70,32,1,17,223,10.244.2.14
70,33,10,13,230,10.244.0.13
70,34,6,12,235,10.244.2.14
70,35,7,12,243,10.244.0.13
70,36,5,12,248,10.244.2.14
70,37,7,14,257,10.244.0.13
70,38,4,14,262,10.244.2.14
70,39,9,16,274,10.244.0.13
70,40,4,16,279,10.244.2.14
70,41,12,13,288,10.244.0.13
70,42,4,16,296,10.244.2.14
70,43,9,16,305,10.244.0.13
70,44,7,12,308,10.244.2.14
70,45,8,13,318,10.244.0.13
70,46,3,12,320,10.244.2.14
70,47,10,16,335,10.244.0.13
70,48,1,16,337,10.244.2.14
70,49,14,12,348,10.244.0.13
70,50,1,16,354,10.244.2.14
70,51,10,16,365,10.244.0.13
70,52,6,14,368,10.244.2.14
70,53,10,16,381,10.244.0.13
70,54,3,16,385,10.244.2.14
70,55,13,13,395,10.244.0.13
70,56,3,12,397,10.244.2.14
70,58,1,12,410,10.244.2.14
70,57,10,16,412,10.244.0.13
70,60,2,13,426,10.244.0.13
70,59,12,16,427,10.244.2.14
70,61,13,13,440,10.244.0.13
70,62,0,16,443,10.244.2.14
70,63,12,14,454,10.244.0.13
70,64,3,12,456,10.244.2.14
70,65,10,12,466,10.244.0.13
70,66,2,16,473,10.244.2.14
70,67,10,13,480,10.244.0.13
70,68,6,16,490,10.244.2.14
70,69,7,13,494,10.244.0.13
