NumTasks,TaskId,TimeInQueue,ExecTime,TimeSinceStart,ExecutedAt
30,0,0,16,16,10.244.0.4
30,1,16,12,28,10.244.1.7
30,2,12,16,45,10.244.0.4
30,3,16,12,57,10.244.1.7
30,4,12,12,70,10.244.0.4
30,5,12,12,82,10.244.1.7
30,6,12,12,94,10.244.0.4
30,7,12,14,108,10.244.1.7
30,8,14,12,121,10.244.0.4
30,9,12,12,133,10.244.1.7
30,10,12,12,145,10.244.0.4
30,11,12,12,157,10.244.1.7
30,12,12,16,174,10.244.0.4
30,13,16,13,188,10.244.1.7
30,14,13,12,200,10.244.0.4
30,15,12,13,214,10.244.1.7
30,16,13,12,226,10.244.0.4
30,17,12,12,238,10.244.1.7
30,18,12,12,251,10.244.0.4
30,19,12,12,263,10.244.1.7
30,20,12,12,275,10.244.0.4
30,21,12,12,288,10.244.1.7
30,22,12,12,300,10.244.0.4
30,23,12,14,314,10.244.1.7
30,24,14,12,326,10.244.0.4
30,25,12,12,339,10.244.1.7
30,26,12,15,354,10.244.0.4
30,27,15,16,371,10.244.1.7
30,28,16,12,383,10.244.0.4
30,29,12,13,397,10.244.1.7
